Facility_Name,Address,Violation_Description,Grade,Longitude,Latitude
Safeway #993,3902 Washington Blvd,Equipment/Utensils - approved installed clean g,G,-121.95759718,37.53266213
Bay Farms,1244 High St,Adequate handwashing facilities supplied & accessi,G,-122.21602656,37.77144969
Park Burger,4218 Park Blvd,"Floors, walls and ceilings: built, maintained, and",G,-122.22220768,37.80745856
Los Caporales Taqueria,1316 Railroad Ave,Nonfood-contact surfaces clean,G,-121.77990529,37.68054988
Mirchi Cafe,40900 Fremont Blvd #g&h,Food contact surfaces: clean and sanitized,G,-121.96052902,37.53463801
Freska Market,1854 Church St,Equipment/Utensils - approved installed clean g,G,-122.18563237,37.76397625
Dish N Dash,43514 Christy St,Plan Review,G,-121.96929615,37.50547245
Living Spaces,49088 Fremont Blvd,Adequate handwashing facilities supplied & accessi,G,-121.92574466,37.45692981
New Ocean Restaurant,7179 Thornton Ave,Adequate handwashing facilities supplied & accessi,G,-122.03774803,37.53045215
Shop Mart,4962 Paseo Padre Pkwy,Garbage and refuse properly disposed facilities m,G,-122.053379,37.56722591
Laraza Market #2,1700 Seminary Ave,"Toilet facilities: properly constructed, supplied,",G,-122.19710426,37.7664785
Delicieuse Princess Bakery,317 13th St,Adequate ventilation and lighting designated area,G,-122.26882407,37.80253053
Charlie's Las Palmas,5941 Macarthur Blvd,Adequate handwashing facilities supplied & accessi,G,-122.18343700000001,37.77590514
Mcdonald's,40708 Grimmer Blvd,Plumbing proper backflow devices,G,-121.96669022,37.53418922
Hofkuche,478 25th St,Signs posted last inspection report available,G,-122.26717759,37.81471961
Bin & Barrel,42314 Fremont Blvd,"Equipment, utensils and linens: storage and use",G,-121.95682764,37.52178747
Walmart #5426,40580 Albrae St,Hot and cold water available,G,-121.98452699,37.52007382
Vulcan Cafe,915 45th Ave,Equipment/Utensils - approved installed clean g,G,-122.21574432,37.76934567
Mirchi Cafe,7083 Village Pkwy,Equipment/Utensils - approved installed clean g,G,-121.92584982,37.70911865
Dogtown Sausage,5916 International Blvd,Adequate handwashing facilities supplied & accessi,G,-122.19933875,37.7650424
3 Rings Market,501 E 18th St,Equipment/Utensils - approved installed clean g,G,-122.24942273,37.79772333
Kings Market,5442 Martin L King Jr Way,Food contact surfaces: clean and sanitized,G,-122.26920197,37.83961699
R N R Sushi & Bowls,4151 Piedmont Ave,Premises personal/cleaning items vermin-proofing,Y,-122.2510378,37.82747991
R & S Healthy Inc,815 Webster St,Equipment/Utensils - approved installed clean g,G,-122.27102993,37.79983574
Ajisen Fremont,47890 Warm Springs Blvd,Food contact surfaces: clean and sanitized,G,-121.92060301,37.47669589
Park Central Care And Rehab Center,2100 Parkside Dr,Plumbing proper backflow devices,G,-121.98074453,37.55883058
Salam Halal Market,999 7th St,Wiping cloths: properly used and stored,G,-122.28492527,37.80312185
Sun Sang Meat Market,741 International Blvd,Food storage food storage containers identified,G,-122.25219897,37.7942711
Thornhill School,5880 Thornhill Dr,"Toxic substances properly identified, stored, used",G,-122.21124318,37.8371662
Chubby Freeze,600 Hegenberger Rd,Proper hot and cold holding temperatures,G,-122.19561238,37.74556402
Ben's Burger,777 Rincon Ave,Hands clean and properly washed gloves used prope,G,-121.78346277,37.68236575
Lucky Express,10700 Macarthur Blvd 5c,Proper hot and cold holding temperatures,G,-122.15217437,37.74270603
Koryo Sushi,4390 Telegraph Ave G,"Toxic substances properly identified, stored, used",Y,-122.26373319,37.83180796
Ideal Market,2036 Market St,"Floors, walls and ceilings: built, maintained, and",G,-122.2788937,37.8129208
Peking Restaurant,4510 Las Positas Rd,Equipment/Utensils - approved installed clean g,R,-121.74173553,37.69588989
Grand Oaks Restauant,3701 Grand Ave,Adequate handwashing facilities supplied & accessi,G,-122.24582157,37.81649849
A 1 Liquor,7174 Regional St,Hot and cold water available,G,-121.93432402,37.70404393
Golden Prawn,39698 Cedar Blvd 8,Food contact surfaces: clean and sanitized,G,-121.99691753,37.52161812
Indian Market,3890 Walnut Ave,Food properly labeled & honestly presented,G,-121.98175287,37.54620824
Quinn's Lighthouse,1951 Embarcadero Cv,Food contact surfaces: clean and sanitized,G,-122.24288055,37.78151484
Thuy Nguyen,745 E 12th St 102,"No rodents, insects, birds, or animals",G,-122.25274089999999,37.79323415
Locanda Amalfi,349 Main St 150,Food separated and protected,G,-121.87692275,37.65927015
Mlky,2086 Newpark Mall 203,Demonstration of knowledge food manager certifica,G,-122.00135675,37.52835111
Zzcollege Point Cafe,5254 College Ave,Adequate handwashing facilities supplied & accessi,G,-122.25128958,37.83777155
Hisui Express,2700 Dublin Blvd,Adequate handwashing facilities supplied & accessi,G,-121.85238266,37.70645179
Wing-stop,43448 Boscell Rd,Signs posted last inspection report available,G,-121.97507392,37.50310693
Yummy Crab,46260 Warm Springs Blvd 545,Adequate ventilation and lighting designated area,G,-121.92974924,37.49246067
Delicious Donuts & Bagels,34916 Newark Blvd,Adequate handwashing facilities supplied & accessi,G,-122.05043458,37.55141267
Mandela Grocery,1430 7th St,Adequate handwashing facilities supplied & accessi,G,-122.2953054,37.80542569
Noah's New York Bagels #2163,1737 Santa Rita Rd 400,"Warewashing facilities: installed, maintained, use",G,-121.87389495,37.67501318
Dollar Tree #1846,4949 Stevenson Blvd #g,"Floors, walls and ceilings: built, maintained, and",G,-121.98183435,37.52987479
Oumi Sushi @ Sprouts 268,3900 Mowry Ave,Plan Review,G,-121.98681665,37.54907902
Amethod Public Schools-oakland Charter High School,2433 Coolidge Ave,Adequate handwashing facilities supplied & accessi,G,-122.21874327,37.78662412
99 Cents Only Store #320,41989 Fremont Blvd,"Floors, walls and ceilings: built, maintained, and",G,-121.95810462,37.52669082
Pink Pantherz Expresso,46685 Mission Blvd,Food contact surfaces: clean and sanitized,G,-121.92779949,37.4912042
Quik Stop Market #9020,38995 Farwell Dr,Food contact surfaces: clean and sanitized,G,-122.00493899,37.53471348
Namaste Pizza,239 Main St A,Equipment/Utensils - approved installed clean g,G,-121.87839195,37.65802903
Merchant's Saloon,401 2nd St,"Equipment, utensils and linens: storage and use",G,-122.27521191,37.7955902
Rusty's Chophouse,2327 First St,Proper hot and cold holding temperatures,G,-121.76772551,37.68262787
Molcajete Restaurant,1734 Webster St,Food separated and protected,Y,-122.26709741,37.80608719
Seoul Komtang,3170 Santa Rita Rd A-2,Person in charge present and performs duties,G,-121.87706583,37.69123406
Joe's Meats,1600 12th St,"Food in good condition, safe and unadulterated",G,-122.29523651,37.81025093
Piedmont Cafe & Bakery,4054 Piedmont Ave,Proper hot and cold holding temperatures,G,-122.25301651,37.82594123
Innlay Bakery,5566 Thornton Ave,Equipment/Utensils - approved installed clean g,G,-122.02598590000002,37.54115396
Food King Liquor,8824 International Blvd,Food contact surfaces: clean and sanitized,Y,-122.17475287,37.75096542
Diamond Market,2979 Macarthur Blvd,Premises personal/cleaning items vermin-proofing,G,-122.20531793,37.79728608
Starbucks #5939,46655 Mission Blvd,Nonfood-contact surfaces clean,G,-121.92933422,37.49127492
Broadway Union 76,3943 Broadway,"Toxic substances properly identified, stored, used",G,-122.25732038,37.82756609
Roma Coffee Bar,1221 Broadway,"Warewashing facilities: installed, maintained, use",G,-122.27182545,37.80336212
Slojoy Coffee Shop,1528 Webster St,Thermometers provided and accurate,G,-122.26749746,37.80473052
C U R A,531 24th St,Nonfood-contact surfaces clean,G,-122.26949153,37.81332845
Express Liquor & Market,1250 International Blvd,"Floors, walls and ceilings: built, maintained, and",G,-122.24716137,37.79012177
Ver Brugge Meats,6321 College Ave,Hands clean and properly washed gloves used prope,G,-122.25243253,37.85053048
Prime Time Nutrition,10325 International Blvd,Plumbing proper backflow devices,G,-122.16781193,37.7399436
Aqua Adventure Water Park,40500 Paseo Padre Pkwy,"No rodents, insects, birds, or animals",G,-121.96255324,37.54323322
Happy Lemon,46873 Warm Springs Blvd,Proper hot and cold holding temperatures,G,-121.92662267,37.48483785
Kfc,1803 Santa Rita Rd,Plumbing proper backflow devices,G,-121.87456104,37.67730321
Oakport Cafe,7677 Oakport St 150,Proper cooling methods,G,-122.21186983,37.75756757
It's A Grind Coffee House,2521 Seminary Ave B,Proper hot and cold holding temperatures,G,-122.19107616,37.77107466
N S Discount #2,5371 Bancroft Ave,"Floors, walls and ceilings: built, maintained, and",G,-122.20147953,37.77149132
Popoca Oakland,411 26th St #b,Proper cooling methods,G,-122.26661235,37.81494573
Taipei Cafe,46847 Warm Springs Blvd,"Floors, walls and ceilings: built, maintained, and",Y,-121.92673144,37.48502155
Rocky Mtn Recreation Co,6999 Del Valle Rd,Hot and cold water available,Y,-121.67862391,37.57495199
La Colmena Produce Market,4825 International Blvd,Adequate handwashing facilities supplied & accessi,G,-122.20973448,37.76966173
China Star Express,399 8th St,Food contact surfaces: clean and sanitized,G,-122.27247737,37.79966626
The Halal Guys,2214 Broadway,Proper hot and cold holding temperatures,G,-122.26683929,37.81126849
The Saap Avenue,4395 Piedmont Ave 2,Nonfood-contact surfaces clean,G,-122.24779869999999,37.83026626
Larkspur Landing,5535 Johnson Dr,Proper hot and cold holding temperatures,G,-121.90572296,37.69917279
Spoon Korean Bistro,46695 Mission Blvd,Proper hot and cold holding temperatures,G,-121.92785703,37.49116762
Taco Bell #30755,39199 Cedar Blvd,Nonfood-contact surfaces clean,G,-122.00398539,37.52303158
Straw Hat Pizza,46129 Warm Springs Blvd,"No rodents, insects, birds, or animals",R,-121.93121469,37.49294446
Loard's Ice Cream And Candy,2187 First St,Proper hot and cold holding temperatures,G,-121.76922649,37.6814861
Dina's Restaurant,40800 Fremont Blvd,Food storage food storage containers identified,G,-121.96212765,37.53459263
Children's Hospital Atrium Cafe,749 52nd St,Nonfood-contact surfaces clean,G,-122.26774926,37.83728238
Amazing Basil,3916 Fallon Rd,Time as a public health control procedures & reco,G,-121.85127737,37.70600384
Saeed's Market,5035 E 12th St,Proper hot and cold holding temperatures,G,-122.21391339,37.76988841
Cafe Santana,4100 Macarthur Blvd,Equipment/Utensils - approved installed clean g,G,-122.19653684,37.78965465
Cafe 6100,6100 Stevenson Blvd,Proper cooking time & temperatures,G,-121.99113556,37.51676706
Kitchen Story,5422 College Ave,Proper hot and cold holding temperatures,G,-122.25119369999999,37.84073006
Boiling Hot Pot & Bar,46997 Warm Springs Blvd,"No rodents, insects, birds, or animals",R,-121.92611316,37.48395831
Peet's Coffee & Tea,5095 Telegraph Ave #1,Food contact surfaces: clean and sanitized,R,-122.26238982,37.83721449
Oeste,722-730 Clay St,Premises personal/cleaning items vermin-proofing,G,-122.27578339,37.80176512
La Boulangerie De San Francisco,5500 College Ave,Signs posted last inspection report available,Y,-122.25159996,37.84286143
Abode Services,588 Brown Rd,Adequate ventilation and lighting designated area,G,-121.92766913,37.49485967
"Walgreen's, #1537",3232 Foothill Blvd,Adequate ventilation and lighting designated area,G,-122.22189648,37.78346415
Momo Ramen,6200 Claremont Ave,"Equipment, utensils and linens: storage and use",G,-122.25202665,37.84973796
Simply Greek Pleasanton,4220 Rosewood Dr #c,Plumbing proper backflow devices,G,-121.87576219,37.69852182
Auntie Anne's/cinnabon Cafe,2792 Livermore Outlet Dr 2792,Equipment/Utensils - approved installed clean g,G,-121.84200965,37.69707237
Nishiki Sushi,4555 Hopyard Rd C-5,"Toilet facilities: properly constructed, supplied,",G,-121.90238897,37.6887535
Thanh Ky Restaurant,659 E 12th St,Premises personal/cleaning items vermin-proofing,G,-122.25313199,37.79358019
#1 Seafood And Chicken,4014 Macarthur Blvd,Nonfood-contact surfaces clean,G,-122.19692165,37.78968557
Aqua Fresh Seafoods,10823 Macarthur Blvd #a,Plumbing proper backflow devices,G,-122.15130549,37.74209864
Zam Zam Grill,3876 Decoto Rd,Signs posted last inspection report available,G,-122.03186186,37.57151246
Plucked Chicken & Beer,6762 Bernal Ave 630,Signs posted last inspection report available,G,-121.89773493,37.65816822
Baggy's By The Lake Llc,288 E 18th St,Plumbing proper backflow devices,G,-122.25255148,37.79992622
Jalos Market,2267 38th Ave,"Floors, walls and ceilings: built, maintained, and",G,-122.21120392,37.78286614
Grand Express Market,363 Grand Ave,"Toilet facilities: properly constructed, supplied,",G,-122.25540659,37.80889057
Eli's Mile High Club,3629 Martin L King Jr Way,Plan Review,G,-122.26953498,37.82546445
Noah's New York Bagel,5095 Telegraph Ave A-1,Nonfood-contact surfaces clean,G,-122.26234469999999,37.83716199
Pamir Cuisine,4288 Dublin Blvd 111,Food separated and protected,G,-121.87639154,37.70515767
Becky's Chinese Restaurant,5620 College Ave,Equipment/Utensils - approved installed clean g,G,-122.25164362,37.843323299999994
Orange Tea,6033 Northfront Rd,Equipment/Utensils - approved installed clean g,G,-121.7237368,37.71191933
Reem's California,3301 E 12th St 133,Plumbing proper backflow devices,G,-122.2251673,37.7761625
Pena Bakery Ii,3912 International Blvd,Premises personal/cleaning items vermin-proofing,G,-122.21877294,37.77424942
Oliveto's,5655 College Ave,Proper hot and cold holding temperatures,Y,-122.25197630000001,37.84611428
Aunt Mary's Cafe,4640 Telegraph Ave,Demonstration of knowledge food manager certifica,Y,-122.26315053,37.83391662
City Team Ministries,722 Washington St,Equipment/Utensils - approved installed clean g,G,-122.27494506,37.80027245
Sushi Park,4209 Park Blvd,Hands clean and properly washed gloves used prope,G,-122.22287050000001,37.80719051
Hawking Bird,4901 Telegraph Ave,Food contact surfaces: clean and sanitized,G,-122.26293367,37.83592489
J.m. Amador Elementary School,2100 E Cantara Dr,Food contact surfaces: clean and sanitized,G,-121.84343029,37.71896998
Buttercup,1000 Cotton St,"Floors, walls and ceilings: built, maintained, and",G,-122.2392422,37.7803126
John Green Elementary School,3300 Antone Way,Equipment/Utensils - approved installed clean g,G,-121.86252439,37.71874436
Panda Express,8333 Oakport St,Plumbing proper backflow devices,G,-122.19980768,37.73964215
Ka Kui,2060 Mountain Blvd B,Equipment/Utensils - approved installed clean g,G,-122.20930635,37.82636611
China Taste,369 12th St,Hands clean and properly washed gloves used prope,Y,-122.26992512,37.80210303
Lakeshore Convalescent Hospital,1901 3rd Ave,"Warewashing facilities: installed, maintained, use",G,-122.2500679,37.80019315
Factory Tea Bar,46461 Mission Blvd,"Equipment, utensils and linens: storage and use",G,-121.92847867,37.49196938
Eden Plaza Cafe,1109 Oak St Flr 1,Proper hot and cold holding temperatures,G,-122.26452633,37.79847396
Miss Saigon Restaurant,3345 Grand Ave,Equipment/Utensils - approved installed clean g,G,-122.24710891,37.81348671
Foxxy Gasoline,2620 Old First St,"Floors, walls and ceilings: built, maintained, and",G,-121.76518862,37.68488559
Fast 'n' Easy Mart Livermore,3670 East Ave,Hot and cold water available,G,-121.75593493,37.68028075
Jack In The Box #3462,1650 N Livermore Ave,"Floors, walls and ceilings: built, maintained, and",G,-121.77350231,37.6972543
Berry Delight Frozen Yogurt,1 Stoneridge Mall Rd A-127,"Equipment, utensils and linens: storage and use",G,-121.92874201,37.69533925
Chef Yu,4871 Telegraph Ave,Equipment/Utensils - approved installed clean g,G,-122.26277546,37.83550429
Quarry Lane East Campus,3750 Boulder St,Thermometers provided and accurate,G,-121.86392575,37.67272091
Nw Shell,3750 International Blvd,"Floors, walls and ceilings: built, maintained, and",G,-122.22001229,37.77516608
Mad Oak,135 12th St,Adequate ventilation and lighting designated area,G,-122.26502783,37.80017833
Kobe Japan,4193 First St,Food contact surfaces: clean and sanitized,R,-121.74802918,37.69379136
Mcdonald's,4528 Las Positas Rd,"Floors, walls and ceilings: built, maintained, and",G,-121.74179465,37.69690146
Jamba Juice #617,43570 Christy St,Equipment/Utensils - approved installed clean g,G,-121.96820333,37.50518629
The Huddle Bar,5152 Mowry Ave,Adequate handwashing facilities supplied & accessi,G,-122.00001834,37.53435568
Yalla Mediterranean,3141 Mowry Ave,Adequate ventilation and lighting designated area,G,-121.98452006,37.55436852
Curry Kona Fusion Food,4555 Hopyard Rd C7,Food storage food storage containers identified,G,-121.90238897,37.6887535
Kakuna Hawaiian Bbq,43472 Grimmer Blvd,Food storage food storage containers identified,G,-121.96349455,37.51006861
Lost Worlds Adventures,6538 Patterson Pass Rd E,Signs posted last inspection report available,G,-121.71195732,37.69587181
Pairings Cellars,310 Main St B,"Food in good condition, safe and unadulterated",G,-121.87659526,37.65911996
Jersey Mike's Subs,3740 Fallon Rd,"Warewashing facilities: installed, maintained, use",G,-121.85134098,37.70394228
Burger King,4200 International Blvd,Signs posted last inspection report available,G,-122.21654734,37.77317955
De Afghanan Kabob House,1550 Railroad Ave,Nonfood-contact surfaces clean,G,-121.77786767,37.68090597
Oasis Palace,35145 Newark Blvd,Premises personal/cleaning items vermin-proofing,G,-122.04811576,37.54984753
Subway,488 Mowry Ave,Proper reheating procedures for hot holding,G,-121.97195091,37.56803284
Fountain Garden Seafood Restaurant,3836 Macarthur Blvd,Adequate handwashing facilities supplied & accessi,G,-122.19813059,37.79142831
Malaikottai Indian Chettinadu,5988 Newpark Mall,Proper hot and cold holding temperatures,G,-122.00466854,37.52552312
Thornhill Coffee Shop,5772 Thornhill Dr,"Equipment, utensils and linens: storage and use",Y,-122.21282957,37.83404596
Raja Liquor And Grocery #4,4068 East Ave,"Warewashing facilities: installed, maintained, use",G,-121.7479857,37.67994074
Pete's Market,6243 Avenal Ave,Adequate handwashing facilities supplied & accessi,G,-122.19001246,37.76832073
La Hacienda Restaurant,2045 Macarthur Blvd,Food contact surfaces: clean and sanitized,Y,-122.21747532,37.80067381
Tea Six,34460 Fremont Blvd F,Adequate handwashing facilities supplied & accessi,G,-122.03859527,37.57509355
C & M Bistro,388 9th St 181,Equipment/Utensils - approved installed clean g,G,-122.27137881,37.80035313
La Quinta Inn,7700 Southfront Rd,Adequate handwashing facilities supplied & accessi,G,-121.70116503,37.71560377
Beer Baron,2223 First St,Hands clean and properly washed gloves used prope,Y,-121.76897761,37.68156047
Yang Dumpling,46228 Warm Springs Blvd,Impoundment,G,-121.92974284,37.49322548
La Farine Bakery,6323 College Ave,Equipment/Utensils - approved installed clean g,G,-122.25240768,37.85027522
Tap & Pour Gate 6,1 Airport St #39,Hot and cold water available,G,-122.20120923,37.72287609
Seoul Gom Tang #2,3801 Telegraph Ave,Proper hot and cold holding temperatures,G,-122.26540383,37.82693785
Kentucky Fried Chicken #185,190 Francisco Ln,Plumbing proper backflow devices,G,-121.92696923,37.49020311
Fong's Cafe,6807 Foothill Blvd,Food separated and protected,G,-122.17827639,37.76992203
Pyramid Tap Room Gate 24,1 Airport Dr,Proper hot and cold holding temperatures,G,-122.20120923,37.72287609
Cork & Bottle Liquors,5200 Mowry Ave #r,Plan Review,G,-121.99927737,37.53353119
Sun Sang Supermarket,751 International Blvd,Plumbing proper backflow devices,Y,-122.25214881,37.79422675
"Basil Delight, Inc",2709 Stoneridge Dr #101,Equipment/Utensils - approved installed clean g,G,-121.84872774,37.69591869
Foothill Discount Liquors,3828 Foothill Blvd,Adequate handwashing facilities supplied & accessi,G,-122.21644928,37.77884962
Tasty Szechuan Restaurant,2811 Havenscourt Blvd,Nonfood-contact surfaces clean,Y,-122.18198263,37.76985111
Pine Street Sports Bar,875 Rincon Ave,"No rodents, insects, birds, or animals",G,-121.78347288,37.68146899
Genji Sushi,3111 Mowry Ave,Plan Review,G,-121.98483152,37.55497465
Las Positas Shell,4530 Las Positas Rd,"Equipment, utensils and linens: storage and use",G,-121.74297148,37.69916936
Emerson School Cafeteria,4803 Lawton Ave,Equipment/Utensils - approved installed clean g,G,-122.25723742,37.83459183
Jack In The Box #4365,1875 Valley Ave #b,Plumbing proper backflow devices,G,-121.89693981,37.65817678
Parminder Singh,6275 Jarvis Ave #n,Signs posted last inspection report available,G,-122.05142652,37.54793235
O'sullivan's Sports Bar,5660 Thornton Ave,Nonfood-contact surfaces clean,G,-122.02770872,37.54047062
City Center Pizzeria,500 12th St #131,Hot and cold water available,G,-122.27350385,37.80396286
Ole Ole Burrito Express,2216 Macarthur Blvd,Premises personal/cleaning items vermin-proofing,G,-122.21588541,37.8002946
Round Table Pizza,398 Grand Ave,"Approved thawing methods used, frozen food",G,-122.2540043,37.80900742
Ben & Nick's Bar & Grill,5612 College Ave,"Equipment, utensils and linens: storage and use",G,-122.25164033,37.84329254
Chipotle Mexican Grill #3005,44029 Osgood Rd 106,Food contact surfaces: clean and sanitized,G,-121.94103555,37.51142606
Bay Area Community Services - South County Wellness Center (creative Living Center),40963 Grimmer Blvd 5,"No rodents, insects, birds, or animals",G,-121.96947057,37.53209887
Krishna Restaurant,40645 Fremont Blvd #1,Adequate ventilation and lighting designated area,G,-121.96337967,37.53526113
Toots Sweet Bakery And Louisiana Famous Fried Chicken,4006 Macarthur Blvd,Nonfood-contact surfaces clean,R,-122.19732834,37.79054953
Dallas Liquor,2604 Macarthur Blvd,Adequate handwashing facilities supplied & accessi,G,-122.21062765,37.79910963
Chandini,5748 Mowry School Rd,Nonfood-contact surfaces clean,G,-121.99206517,37.5221191
Trader Joe's#77,39324 Argonaut Way,Proper hot and cold holding temperatures,G,-121.98792801,37.54394357
Rockin' Crawfish,211 Foothill Blvd #b,Adequate ventilation and lighting designated area,G,-122.25389759,37.79872486
Herat Market,5694 Thornton Ave,"Compliance with variance, specialized process, & H",G,-122.02786926,37.54027335
Aisle 5,3320 Grand Ave,Plumbing proper backflow devices,G,-122.24697527,37.813004600000006
Town & Country Liquors,10808 Bancroft Ave,"Toilet facilities: properly constructed, supplied,",G,-122.15588097,37.74018706
Newark Memorial High School,39375 Cedar Blvd,Equipment/Utensils - approved installed clean g,G,-122.00257690000001,37.52238447
Mi Lindo Sinaloa,4796 Thornton Ave,Proper hot and cold holding temperatures,Y,-122.02033615,37.54972228
7-eleven Food Store #32181,4193 Piedmont Ave,Wiping cloths: properly used and stored,G,-122.25114995,37.82772483
The Sweet Booth,388 9th St 155,"Warewashing facilities: installed, maintained, use",G,-122.27145836,37.80016491
Cafe Of The Bay,4011 Macarthur Blvd,Adequate handwashing facilities supplied & accessi,G,-122.1976242,37.79041548
Sunrise Market,1880 22nd Ave,"Floors, walls and ceilings: built, maintained, and",G,-122.23475044,37.78761908
The English Rose,163 W Neal St,Hot and cold water available,G,-121.87530092,37.660328899999996
O' Honey,3862 Fallon Rd,Signs posted last inspection report available,G,-121.85089325,37.70426122
Miliki Restaurant,3725 Macarthur Blvd,Equipment/Utensils - approved installed clean g,G,-122.19851409999998,37.79139164
Bardo Lounge & Supper Club,3343 Lakeshore Ave,Adequate handwashing facilities supplied & accessi,G,-122.24415957,37.81073549
Izza,4419 Telegraph Ave,Proper hot and cold holding temperatures,Y,-122.26389737,37.8325795
Cafe Monte Sion,888 98th Ave 105,Premises personal/cleaning items vermin-proofing,G,-122.1802337,37.73874954
Roots/havenscourt/coliseum College Prep,1390 66th Ave,Premises personal/cleaning items vermin-proofing,G,-122.19502985,37.76098442
Popular Market,1088 98th Ave,"No rodents, insects, birds, or animals",G,-122.17562591,37.74160237
Purple Orchid Resort And Spa,4549 Cross Rd,Garbage and refuse properly disposed facilities m,G,-121.67214531,37.67032602
Feng Cha Teahouse,7372 Thornton Ave,Equipment/Utensils - approved installed clean g,G,-122.03795577,37.5301425
El Frutiloco,38521 Fremont Blvd,Plan Review,G,-121.99365218,37.55094372
T4 Cj,1068 Webster St,Demonstration of knowledge food manager certifica,Y,-122.27019331,37.801076200000004
Dimond Slice Pizza,2208 Macarthur Blvd,Premises personal/cleaning items vermin-proofing,G,-122.21595464,37.80031413
Sombrero Mexican Cafe,9101 International Blvd,"Toilet facilities: properly constructed, supplied,",G,-122.17428586,37.74889878
Emma C Smith Elementary School,391 Ontario Dr,Adequate ventilation and lighting designated area,G,-121.79672308,37.66603763
Marshalls #223,39281 Fremont Blvd,Plan Review,G,-121.98476733,37.54672508
2nd Half Sports Lounge,4307 Telegraph Ave,Wiping cloths: properly used and stored,G,-122.26416686,37.83186123
Fruitvale Restaurant,2603 Fruitvale Ave,Nonfood-contact surfaces clean,G,-122.22063892,37.78957932
Fremont Park Golf,39751 Stevenson Pl,Adequate ventilation and lighting designated area,G,-121.95704761,37.55701706
East Bay Sports Livermore,6474 Patterson Pass Rd A & B,Signs posted last inspection report available,G,-121.71388106,37.69592051
Heritage Donuts,5400 Sunol Blvd 3,Garbage and refuse properly disposed facilities m,G,-121.88040464,37.65045343
New Big Daddy's,3700 Telegraph Ave,Nonfood-contact surfaces clean,G,-122.26515056,37.82547504
Taqueria El Cohete,7980 Mountain Blvd,Proper hot and cold holding temperatures,G,-122.15458171,37.77117742
Cocurry Thai Cuisine,6180 Jarvis Ave A,Proper hot and cold holding temperatures,G,-122.05044446,37.54900394
Pho Hoa Noodle Soup,4567- Livermore Outlets Dr,Adequate handwashing facilities supplied & accessi,Y,-121.83991834,37.69837721
Apna Bazar,4040 Pimlico Dr 150,Equipment/Utensils - approved installed clean g,G,-121.87055732,37.69966714
Bellanico,4238 Park Blvd,Hands clean and properly washed gloves used prope,G,-122.22193299,37.80758522
Extended Stay America #9839,4555 Chabot Dr,"Toilet facilities: properly constructed, supplied,",G,-121.90164239,37.68966131
Asian Pearl Restaurant,43635 Boscell Rd,"Toxic substances properly identified, stored, used",G,-121.98374916,37.50977394
Local Cafe,43683 Boscell Rd,Food contact surfaces: clean and sanitized,Y,-121.97434462,37.50039953
Dulhan Grocery,34161 Fremont Blvd,"Floors, walls and ceilings: built, maintained, and",G,-122.04396026,37.57537052
Roseming Cafe,39055 Cedar Blvd 166,Nonfood-contact surfaces clean,G,-122.00511818,37.52359143
Wah Mei Hing Market,3432 International Blvd,"Toilet facilities: properly constructed, supplied,",G,-122.22313369,37.77663496
King Kong Bbq Restaurant,3421 Macarthur Blvd,"Warewashing facilities: installed, maintained, use",R,-122.20113765,37.79394866
Wayland's Meat Market,3421 Fruitvale Ave,Premises personal/cleaning items vermin-proofing,G,-122.2164588,37.79964747
Curry Cravings,2025 Santa Rita Rd,Food contact surfaces: clean and sanitized,R,-121.87500483,37.67973589
Happy Delights,2771 Hopyard Rd,Equipment/Utensils - approved installed clean g,G,-121.89551058,37.67546116
Pho Hiep Hung,401 International Blvd,Garbage and refuse properly disposed facilities m,G,-122.25390445,37.79577919
Inklings Coffee & Tea,530 Main St,Adequate handwashing facilities supplied & accessi,G,-121.87537322,37.66079676
Sourdough & Co,2696 Dublin Blvd,Proper hot and cold holding temperatures,G,-121.85176009,37.70617889
Two Star Market,2020 Macarthur Blvd,Permits Available,G,-122.21792499,37.80104524
Murrieta's Well,3005 Mines Rd,Adequate handwashing facilities supplied & accessi,G,-121.72385036,37.65317823
El Molino Taqueria,5321 Hopyard Rd A-b,Proper hot and cold holding temperatures,G,-121.90378494,37.69959051
Casa Mexico,4076 East Ave,Nonfood-contact surfaces clean,G,-121.7478986,37.67994045
Cheese Steak Shop Livermore,2150 Portola Ave G,Garbage and refuse properly disposed facilities m,G,-121.77385286,37.69309845
Lo's China Bistro,2059 First St,Equipment/Utensils - approved installed clean g,G,-121.77011142,37.68122169
Milkcow,5657 Auto Mall Pkwy,"Warewashing facilities: installed, maintained, use",G,-121.97450438,37.50446274
Convenience Retailers #5760,34867 Ardenwood Blvd,Plan Review,G,-122.05412254,37.55209298
Good Neighbor,35122 Newark Blvd,"Floors, walls and ceilings: built, maintained, and",Y,-122.04726639,37.54999739
Oakland Tech Hs Cafeteria,4351 Broadway,Equipment/Utensils - approved installed clean g,G,-122.25474849,37.8307007
Mi Ranchito Market,3326 Foothill Blvd,Nonfood-contact surfaces clean,G,-122.22054464,37.78328852
Tj Maxx #404,43519 Boscell Rd,"Equipment, utensils and linens: storage and use",G,-121.97568284,37.50164624
Chatpatta Corner,34751 Ardenwood Blvd,Plan Review,G,-122.05508724,37.55203263
Piano Tea House,6018 Stevenson Blvd,"Equipment, utensils and linens: storage and use",G,-121.98976848,37.51924321
